Name of Initiative,Organization Name,Location 1,State,Category,Unique ID,State Based
Primary Care First Model Options,Penn Center for Primary Care,"51 N 39th Street, MAB Suite 102, Philadelphia, PA (39.95886700691602, -75.19879796318654)",PA,Accountable Care Models,2730,
Primary Care First Model Options,Penn Family Care,"3737 Market Street, 9th Floor, Philadelphia, PA (39.95666513529211, -75.19733288547741)",PA,Accountable Care Models,2731,
Primary Care First Model Options,Penn Internal Medicine University City,"3701 Market Street, 7th Floor, Philadelphia, PA (39.956849985735886, -75.19604903422112)",PA,Accountable Care Models,2732,
Primary Care First Model Options,Ninth Street Internal Medicine Associates,"805 Locust Street, Philadelphia, PA (39.94710687833058, -75.15524366254941)",PA,Accountable Care Models,2733,
Primary Care First Model Options,Green and Seidner Family Practice Associates,"826 N Broad Street, Lansdale, PA (40.248340014483944, -75.27750302817556)",PA,Accountable Care Models,2734,
Primary Care First Model Options,Holland Medical Associates,"23 Bustleton Pike, Suite 200, Feasterville, PA (40.13549197937152, -75.00726401573385)",PA,Accountable Care Models,2735,
Primary Care First Model Options,"BuxMont Medical Associates, PC","847 Easton Road, Suite 2500, Warrington, PA (40.237650992459464, -75.13514503610094)",PA,Accountable Care Models,2736,
Primary Care First Model Options,Pedicino Primary Care Associates,"1650 Huntingdon Pike, Suite 315, Meadowbrook, PA (40.08455682348278, -75.09352904072163)",PA,Accountable Care Models,2737,
Primary Care First Model Options,Morrell Park Family Practice,"10101 Academy Road, Philadelphia, PA (40.079025989435166, -74.99753296142329)",PA,Accountable Care Models,2738,
Primary Care First Model Options,Holland Medical Associates,"910 2nd Street Pike, Richboro, PA (40.21163549767868, -75.0109546134585)",PA,Accountable Care Models,2739,
Primary Care First Model Options,James W Flanagan Family Practice,"201 Veterans Way, Warminster, PA (40.19681201325582, -75.0778539735255)",PA,Accountable Care Models,2740,
Primary Care First Model Options,Doylestown Health Primary Care Richboro,"95 Almshouse Road, Suite 202, Richboro, PA (40.21671500998397, -75.01388102537668)",PA,Accountable Care Models,2741,
Primary Care First Model Options,Tohickon Internal Medicine,"1456 Ferry Road, 400, Doylestown, PA (40.34002898276785, -75.15427295824246)",PA,Accountable Care Models,2742,
Primary Care First Model Options,Grand View Health Primary Care Hatfield,"2701 Cowpath Road, Hatfield, PA (40.282562989873156, -75.3036979843414)",PA,Accountable Care Models,2743,
Primary Care First Model Options,Grand View Health Primary Care Souderton,"3456 Bethlehem Pike, Floor 1, Souderton, PA (40.3157210025544, -75.3048140347492)",PA,Accountable Care Models,2744,
Primary Care First Model Options,Ritner Medical Associates,"1701 W Ritner Street, Philadelphia, PA (39.921449017674405, -75.17542795984792)",PA,Accountable Care Models,2745,
Primary Care First Model Options,"TriValley Primary Care, Lower Salford Office","682 Main Street, Harleysville, PA (40.287047757962384, -75.39765947709333)",PA,Accountable Care Models,2746,
Primary Care First Model Options,Kuhar Medical,"164 W Main Street, Silverdale, PA (40.34406201929974, -75.27458696406083)",PA,Accountable Care Models,2747,
Primary Care First Model Options,Central Bucks Family Practice,"252 West Swamp Road, Suite 41, Doylestown, PA (40.331852017125044, -75.13821499195798)",PA,Accountable Care Models,2748,
Primary Care First Model Options,"TriValley Primary Care, Pennridge Office","1105 Bethlehem Pike, Unite B3, Sellersville, PA (40.37632501235993, -75.31295495820835)",PA,Accountable Care Models,2749,
Primary Care First Model Options,"TriValley Primary Care, Upper Perkiomen Office","420 Pottstown Avenue, Pennsburg, PA (40.393899374999734, -75.50134602686927)",PA,Accountable Care Models,2750,
Primary Care First Model Options,"TriValley Primary Care, Franconia Office","211 Telford Pike, Telford, PA (40.31761431361193, -75.34436347151167)",PA,Accountable Care Models,2751,
Primary Care First Model Options,"TriValley Primary Care, Lansdale Office","1101 South Broad Street, Lansdale, PA (40.22581800828959, -75.29814002816478)",PA,Accountable Care Models,2752,
Primary Care First Model Options,"TriValley Primary Care, Western Bucks Office","5 Quakers Way, Quakertown, PA (40.4234590103959, -75.346022991159)",PA,Accountable Care Models,2753,
Primary Care First Model Options,"TriValley Primary Care, Indian Valley Office","777 Route 113, Souderton, PA (40.319789167924846, -75.30553340716641)",PA,Accountable Care Models,2754,
Primary Care First Model Options,"TriValley Primary Care, North Willow Grove Office","2701 Blair Mill Road, Suite 20, Willow Grove, PA (40.16499497935408, -75.13225696754282)",PA,Accountable Care Models,2755,
Primary Care First Model Options,Plumsteadville Family Practice,"PO Box 866, 5612 Easton Road, Plumsteadville, PA (40.37595998047664, -75.14636396204418)",PA,Accountable Care Models,2756,
Primary Care First Model Options,Chalfont Family Practice,"65 E Butler Avenue, Suite 201, New Britain, PA (40.30089898980265, -75.18177398256108)",PA,Accountable Care Models,2757,
Primary Care First Model Options,Doylestown Health Internal Medicine Farm Lane,"310 Farm Lane, Doylestown, PA (40.311312041625435, -75.11179306362561)",PA,Accountable Care Models,2758,
Primary Care First Model Options,LMG Family Practice,"1019 S Broad Street, Lansdale, PA (40.2273199717889, -75.29749367603905)",PA,Accountable Care Models,2759,
Primary Care First Model Options,Doylestown Health Internal Medicine Fountainville,"1456 Ferry Road, Suite 600, Fountainville, PA (40.34090401154984, -75.154049999618)",PA,Accountable Care Models,2760,
Primary Care First Model Options,Grand View Health Primary Care Quakertown,"99 North West End Boulevard, Suite 106, Quakertown, PA (40.44457246534708, -75.35880980745127)",PA,Accountable Care Models,2761,
Primary Care First Model Options,"Grand View Health Primary Care Chalfont, MD, PC","700 Horizon Circle, Suite 103, Chalfont, PA (40.25874300406255, -75.21469097361653)",PA,Accountable Care Models,2762,
Primary Care First Model Options,Grand View Health Primary Care Lederach,"658 Harleysville Pike, Suite 120, Harleysville, PA (40.26294200227733, -75.40519000748414)",PA,Accountable Care Models,2763,
Primary Care First Model Options,Grand View Health Primary Care Harleysville,"176 Main Street, Harleysville, PA (40.261888983781404, -75.36965098947736)",PA,Accountable Care Models,2764,
Primary Care First Model Options,Doylestown Health Primary Care Memorial Drive,"14 B Memorial Drive, Suite B, Doylestown, PA (40.3059104, -75.1454117)",PA,Accountable Care Models,2765,
Primary Care First Model Options,Doylestown Health Primary Care Buckingham,"4897 York Road, Buckingham, PA (40.32830999248117, -75.05483701594865)",PA,Accountable Care Models,2766,
Primary Care First Model Options,"Christine Meyer, MD and Associates 676","676 W Lincoln Highway, Exton, PA (40.02181557188202, -75.66275100035494)",PA,Accountable Care Models,2767,
Primary Care First Model Options,Street Road Medical Associates,"2938 Knights Road, Bensalem, PA (40.104680983398424, -74.95159895855542)",PA,Accountable Care Models,2768,
Primary Care First Model Options,"Robert A Davis Family Practice, PC","145 N Main Street, Suite 200, Dublin, PA (40.3741366, -75.208682)",PA,Accountable Care Models,2769,
Primary Care First Model Options,Burstein Medical Associates,"1718 Welsh Road, Suite A, Philadelphia, PA (40.08466600444385, -75.03910502187865)",PA,Accountable Care Models,2770,
Primary Care First Model Options,Pinnacle Physicians Group Stoltz and Hahn Division,"339 E Street Road, Feasterville Trevose, PA (40.14525535749361, -74.99300871425937)",PA,Accountable Care Models,2771,
Primary Care First Model Options,New Britain Family Practice,"952 Town Center, New Britain, PA (40.29796700007188, -75.1905749808953)",PA,Accountable Care Models,2772,
Primary Care First Model Options,"Radnor Family Practice, LLC","372 W Lancaster Avenue, Wayne, PA (40.0439450005274, -75.39798903064708)",PA,Accountable Care Models,2773,
Primary Care First Model Options,"Kenneth Sternberger, MD, PC","821 Huntingdon Pike, Suite 203, Huntingdon Valley, PA (40.089485012036505, -75.09283100957649)",PA,Accountable Care Models,2774,
Primary Care First Model Options,"Temple Physicians, Inc. - Temple NorthEast Internal Medicine","9892 Bustleton Avenue, Philadelphia, PA (40.0977259, -75.0334129)",PA,Accountable Care Models,2775,
Primary Care First Model Options,Wayland Medical Associates,"160 Wayland Avenue, Providence, RI (41.828430016445196, -71.3886400085821)",RI,Accountable Care Models,2776,
Primary Care First Model Options,"Medical Associates of RI, Inc.","1180 Hope Street, Bristol, RI (41.69528801073102, -71.27878896485957)",RI,Accountable Care Models,2777,
Primary Care First Model Options,Brown Medicine - Geriatrics,"375 Wampanoag Trail, Suite 102, East Providence, RI (41.79430598942298, -71.3499769714428)",RI,Accountable Care Models,2778,
Primary Care First Model Options,Anchor Medical Associates - Providence,"180 Corliss Street, Suite B, Providence, RI (41.842202735257565, -71.4119829757535)",RI,Accountable Care Models,2779,
Primary Care First Model Options,"David M Steigman, MD","235 Plain Street, Suite 306, Providence, RI (41.80908898441544, -71.41110996315773)",RI,Accountable Care Models,2780,
Primary Care First Model Options,Brown Health Medical Group Metacom Primary Care,"639 Metacom Avenue, Warren, RI (41.71559799076783, -71.26854401606533)",RI,Accountable Care Models,2781,
Primary Care First Model Options,Brown Health Medical Group Women's Medicine Collaborative,"146 West River Street, Suite 11D, Providence, RI (41.84375599112536, -71.4148079750197)",RI,Accountable Care Models,2782,
Primary Care First Model Options,Brown Medicine Internal Medicine - East Providence,"375 Wampanoag Trail, Suite 301, East Providence, RI (41.79430598942298, -71.3499769714428)",RI,Accountable Care Models,2783,
Primary Care First Model Options,Brown Medicine Internal Medicine - East Greenwich,"1454 South County Trail, East Greenwich, RI (41.65679101909362, -71.4962270164379)",RI,Accountable Care Models,2784,
Primary Care First Model Options,Brown Medicine Primary Care - East Providence,"375 Wampanoag Trail, Suite 201, East Providence, RI (41.79430598942298, -71.3499769714428)",RI,Accountable Care Models,2785,
Primary Care First Model Options,Brown Medicine Primary Care - Providence,"909 North Main Street, Providence, RI (41.845458984303036, -71.40551303113136)",RI,Accountable Care Models,2786,
Primary Care First Model Options,Brown Medicine Primary Care - Warwick,"43 Jefferson Boulevard, Warwick, RI (41.75190500065307, -71.43550197195053)",RI,Accountable Care Models,2787,
Primary Care First Model Options,Brown Health Medical Group Cranston Primary Care,"1500 Pontiac Avenue, Cranston, RI (41.741928985222216, -71.45843896617109)",RI,Accountable Care Models,2788,
Primary Care First Model Options,Brown Health Medical Group Newport County Primary Care,"850 Aquidneck Avenue, Middletown, RI (41.5113441, -71.2854518)",RI,Accountable Care Models,2789,
Primary Care First Model Options,"University Internal Medicine, Inc.","407 East Avenue, Suite 110, Pawtucket, RI (41.868005, -71.3904281)",RI,Accountable Care Models,2790,
Primary Care First Model Options,Brown Health Medical Group East Providence Family Medicine,"1445 Wampanoag Trail, Suite 205, East Providence, RI (41.77519198124074, -71.32793700850007)",RI,Accountable Care Models,2791,
Primary Care First Model Options,Brown Health Medical Group East Greenwich Primary Care,"598  South County Trail, Suite 201, East Greenwich, RI (41.634363627487716, -71.49380097499102)",RI,Accountable Care Models,2792,
Primary Care First Model Options,Brown Health Medical Group Narragansett Family Medicine,"360 Kingstown Road, Suite 200, Narragansett, RI (41.43351199637797, -71.48113498067536)",RI,Accountable Care Models,2793,
Primary Care First Model Options,Brown Health Medical Group Newport Primary Care,"850 Aquidneck Avenue, Middletown, RI (41.51085701375774, -71.28285896558448)",RI,Accountable Care Models,2794,
Primary Care First Model Options,Brown Health Medical Group East Providence Internal Medicine,"450 Veterans Memorial Parkway, Building 6, East Providence, RI (41.80701999543561, -71.38392300875108)",RI,Accountable Care Models,2795,
Primary Care First Model Options,Brown Health Medical Group Garden City Primary Care,"75 Sockanosset Cross Road, Suite 100, Cranston, RI (41.75416400737788, -71.45416796740804)",RI,Accountable Care Models,2796,
Primary Care First Model Options,Brown Health Medical Group Greenville Internal Medicine,"41 Sanderson Road, Suite 201, Smithfield, RI (41.865055999655766, -71.53297302850194)",RI,Accountable Care Models,2797,
Primary Care First Model Options,Brown Health Medical Group Hillside Family Medicine,"727 East Avenue, Pawtucket, RI (41.85804600448256, -71.39190501132603)",RI,Accountable Care Models,2798,
Primary Care First Model Options,Brown Health Medical Group Lincoln Primary Care,"6 Blackstone Valley Place, Suite 701, Lincoln, RI (41.93635598846541, -71.45582599167518)",RI,Accountable Care Models,2799,
Primary Care First Model Options,Brown Health Medical Group Wakefield Primary Care,"59 South County Commons Way, H3 second floor, Wakefield, RI (41.45613098119205, -71.47109698107052)",RI,Accountable Care Models,2800,
Primary Care First Model Options,"Womens Internal Medicine, Inc.","1672 South County Trail, Suite 303, East Greenwich, RI (41.65130200407063, -71.49564397125302)",RI,Accountable Care Models,2801,
Primary Care First Model Options,Brown Health Medical Group Warren Avenue Primary Care,"900 Warren Avenue, Suite 400, East Providence, RI (41.80857098279921, -71.34685102447256)",RI,Accountable Care Models,2802,
Primary Care First Model Options,Brown Health Medical Group Providence Edgewood Primary Care,"78 Baker Street, Suite 400, Providence, RI (41.79318901700583, -71.40013897391043)",RI,Accountable Care Models,2803,
Primary Care First Model Options,Anchor Medical Associates - Lincoln,"1 Commerce Street, Suite 200, Lincoln, RI (41.93751202055137, -71.45469502147971)",RI,Accountable Care Models,2804,
Primary Care First Model Options,Anchor Medical Associates - Warwick,"400 Bald Hill Road, Suite 520, Warwick, RI (41.72689298248238, -71.479251986127)",RI,Accountable Care Models,2805,
Primary Care First Model Options,Brown Health Medical Group Jamestown Primary Care,"20 Southwest Avenue, Jamestown, RI (41.49523000302503, -71.3758250006362)",RI,Accountable Care Models,2806,
Primary Care First Model Options,Brown Health Medical Group Tiverton Primary Care,"711 Main Road, Tiverton, RI (41.65508400260242, -71.19620802402319)",RI,Accountable Care Models,2807,
Primary Care First Model Options,Saint Thomas Medical Partners Hendersonville,"114 Saundersville Road Hendersonville, TN (36.326516, -86.593361)",TN,Accountable Care Models,2808,
Primary Care First Model Options,Saint Thomas Medical Partners New Salem,"2723 New Salem Highway Murfreesboro, TN (35.810444, -86.460556)",TN,Accountable Care Models,2809,
Primary Care First Model Options,St.Thomas Medical Group,"4230 Harding Pike, Ste 400 Nashville, TN (36.127648, -86.843689)",TN,Accountable Care Models,2810,
Primary Care First Model Options,"America's Family Doctors, PLLC","515 Stonecrest Parkway Smyrna, TN (35.976775, -86.562479)",TN,Accountable Care Models,2811,
Primary Care First Model Options,"America's Family Doctors, PLLC","5073 Columbia Pike Spring Hill, TN (35.766904, -86.919051)",TN,Accountable Care Models,2812,
Primary Care First Model Options,Gallatin Family Practice,"608 Commons Drive, Ste A Gallatin, TN (36.378494, -86.457435)",TN,Accountable Care Models,2813,
Primary Care First Model Options,Helton Family Medicine,"1034 N Highland Avenue Murfreesboro, TN (35.856884, -86.382043)",TN,Accountable Care Models,2814,
Primary Care First Model Options,Saint Thomas Medical Partners Mt. Juliet,"108 Providence Trail Mount Juliet, TN (36.167621, -86.503396)",TN,Accountable Care Models,2815,
Primary Care First Model Options,CovenantCare Practices Sango Office,"1000 Highway 76, Clarksville, TN (36.52312595472442, -87.2306346740127)",TN,Accountable Care Models,2816,
Primary Care First Model Options,CovenantCare Practices Hillcrest Office,"236 Uffelman Drive, Clarksville, TN (36.5171163, -87.3113277)",TN,Accountable Care Models,2817,
Primary Care First Model Options,CovenantCare Practices Erin Office,"21 Roby Drive, Erin, TN (36.31554899100007, -87.70815302045465)",TN,Accountable Care Models,2818,
Primary Care First Model Options,For Your Family Health,"1511 Donelson Parkway, Dover, TN (36.47943699102822, -87.88913599582814)",TN,Accountable Care Models,2819,
Primary Care First Model Options,"Primary Care Clinic, LLC","125 Cool Springs Boulevard, Suite 230, Franklin, TN (35.942230003859024, -86.83953899277353)",TN,Accountable Care Models,2820,
Primary Care First Model Options,Ascension Medical Group Saint Thomas Brentwood,"791 Old Hickory Boulevard, Brentwood, TN (36.03995599599553, -86.77970301675596)",TN,Accountable Care Models,2821,
Primary Care First Model Options,Ascension Medical Group Saint Thomas Franklin,"3301 Aspen Grove Drive, Suite 100, Franklin, TN (35.944052983980654, -86.82782796529486)",TN,Accountable Care Models,2822,
Primary Care First Model Options,Academic Internal Medicine,"979 East Third Street, Suite B-601, Chattanooga, TN (35.048191987466154, -85.2898939909832)",TN,Accountable Care Models,2823,
Primary Care First Model Options,Ascension Medical Group Saint Thomas Midtown,"300 20th Avenue North, Floors 7 8 9, Nashville, TN (36.15454201873138, -86.80149697084049)",TN,Accountable Care Models,2824,
Primary Care First Model Options,Family Medicine West,"220 Fort Sanders West Boulevard, Bldg 2 Suite 200, Knoxville, TN (35.899009739085734, -84.12160310010411)",TN,Accountable Care Models,2825,
Primary Care First Model Options,University of Tennessee Family Practice,"1100 East Third Street, Chattanooga, TN (35.046043999048905, -85.28810202390333)",TN,Accountable Care Models,2826,
Primary Care First Model Options,Erlanger East Brainerd Internal Medicine,"1720 Gunbarrel Road, Suite 110, Chattanooga, TN (35.02138900804398, -85.15914501862561)",TN,Accountable Care Models,2827,
Primary Care First Model Options,Ascension Medical Group Saint Thomas Lenox Village,"6130 Nolensville Pike, Nashville, TN (36.02330798563702, -86.71185603677847)",TN,Accountable Care Models,2828,
Primary Care First Model Options,Ascension Medical Group Saint Thomas Family Health Center West,"5201 Charlotte Pike, Nashville, TN (36.151522019017264, -86.85019901341302)",TN,Accountable Care Models,2829,
Primary Care First Model Options,Ascension Medical Group Saint Thomas UT Internal Medicine Center,"300 20TH Avenue North, Suite 601, Nashville, TN (36.15454201873138, -86.80149697084049)",TN,Accountable Care Models,2830,
Primary Care First Model Options,"Erickson Health Medical Group of Virginia, PC","21170 Ashby Ponds Boulevard Ashburn, VA (39.030356, -77.455523)",VA,Accountable Care Models,2831,
Primary Care First Model Options,"Erickson Health Medical Group of Virginia, PC","7440 Spring Village Drive Springfield, VA (38.767734, -77.202232)",VA,Accountable Care Models,2832,
Primary Care First Model Options,Primary Health Group Johnston Willis,"1471 Johnston Willis Drive Richmond, VA (37.509031, -77.594825)",VA,Accountable Care Models,2833,
Primary Care First Model Options,PHG Ironbridge,"12254 Branders Creek Drive Chester, VA (37.351031, -77.485696)",VA,Accountable Care Models,2834,
Primary Care First Model Options,LewisGale Physicians - Family Medicine Of Blacksburg,"1645 N Main St Blacksburg, VA (37.252649, -80.410963)",VA,Accountable Care Models,2835,
Primary Care First Model Options,Dublin Family Medicine,"4550 Lee Hwy, Ste B Dublin, VA (37.09833, -80.726752)",VA,Accountable Care Models,2836,
Primary Care First Model Options,"James River Internists, LLC","13440 Tredegar Lake Pkwy, Bldg 2 Midlothian, VA (37.458012, -77.651007)",VA,Accountable Care Models,2837,
Primary Care First Model Options,"Lewis-Gale Physicians, LLC","4615 Huntridge Road Roanoke, VA (37.321443, -79.873979)",VA,Accountable Care Models,2838,
Primary Care First Model Options,Retreat Internal Medicine,"110 North Robinson Street, Suite 400, Richmond, VA (37.553274, -77.4749218)",VA,Accountable Care Models,2839,
Primary Care First Model Options,Primary Health Group Chippenham,"500 Hioaks Rd, Ste B Richmond, VA (37.510032, -77.525038)",VA,Accountable Care Models,2840,
Primary Care First Model Options,Memorial Medical Center,"8200 Meadowbridge Road, MOB IV Suite 306, Mechanicsville, VA (37.6289531, -77.3867843)",VA,Accountable Care Models,2841,
Primary Care First Model Options,Patterson Avenue Family Practice,"9600 Patterson Avenue Richmond, VA (37.596137, -77.591745)",VA,Accountable Care Models,2842,
Primary Care First Model Options,Amelia Medical Associates,"885 Kempsville Road, Suite 320 Norkolk, VA (36.853421, -76.19327)",VA,Accountable Care Models,2843,
Primary Care First Model Options,Harbour View Family Practice,"5818-D Harbour View Boulevard, Suite 250 Suffolk, VA (36.869099, -76.443413)",VA,Accountable Care Models,2844,
Primary Care First Model Options,Oyster Point Family Practice,"704 Thimble shoals Boulevard Newport News, VA (37.085052, -76.47466)",VA,Accountable Care Models,2845,
Primary Care First Model Options,Bon Secours Western Branch Primary Care,"2613 Taylor Road, Suite 201, Chesapeake, VA (36.831012, -76.4155736)",VA,Accountable Care Models,2846,
Primary Care First Model Options,West End Internal Medicine,"7001 Forest Avenue Richmond, VA (37.602823, -77.525791)",VA,Accountable Care Models,2847,
Primary Care First Model Options,Ironbridge Family Practice,"11601 Ironbridge Road, Suite 117, Chester, VA (37.355805997436775, -77.49523801612446)",VA,Accountable Care Models,2848,
Primary Care First Model Options,Sentara Primary Care,"760 Town Center, Waynesboro, VA (38.05727498515381, -78.94377698141327)",VA,Accountable Care Models,2849,
Primary Care First Model Options,Lakeside Family Medicine,"124 Hollywood Avenue, Hot Springs, AR (34.4875011, -93.0400543)",AR,Accountable Care Models,2850,
Primary Care First Model Options,Glenwood Family Medicine,"248 HWY 70 E, Glenwood, AR (35.7921198, -88.6438507)",AR,Accountable Care Models,2851,
Primary Care First Model Options,MemorialCare Medical Group - Cypress,"4755 Katella Ave, Suite 102, Cypress, CA (33.8032973, -118.0526129)",CA,Accountable Care Models,2852,
Primary Care First Model Options,TUKHS- Corbin Park,"6501 W. 135th Street, Overland Park, KS (38.8822406, -94.6641306)",KS,Accountable Care Models,2853,
Primary Care First Model Options,Beaumont Primary Care- Livonia,"39000 W. Seven Mile Rd, Suite 4300, Livonia, MI (42.4281878, -83.4307476)",MI,Accountable Care Models,2854,
Primary Care First Model Options,Primary Care Partners,"4424 South 86th Street, Lincoln, NE (40.76832, -96.6055726)",NE,Accountable Care Models,2855,
Primary Care First Model Options,"EHPN - Harvey R. Gross, MD, PC","370 Grand Ave, Suite 102, Englewood, NJ (40.8810931, -73.9818076)",NJ,Accountable Care Models,2856,
Primary Care First Model Options,EHPN - Leonia Medical Associates,"25 Rockwood Place, Suite 120, Englewood, NJ (40.8796136, -73.9856842)",NJ,Accountable Care Models,2857,
Primary Care First Model Options,Brown Medicine Internal Medicine - Smithfield,"900 Douglas Pike, Suite A1, Smithfield, RI (41.909036, -71.518627)",RI,Accountable Care Models,2858,
Primary Care First Model Options,Brown Health Medical Group Warwick Primary Care,"501 Centerville Rd, Suite 101, Warwick, RI (41.6980224, -71.4801021)",RI,Accountable Care Models,2859,
Primary Care First Model Options,Washington Regional Plaza Internal Medicine,"3 East Appleby Road, Suite 302, Fayetteville, AR (36.1073159, -94.1599332)",AR,Accountable Care Models,2860,
Primary Care First Model Options,AMG Primary Care at Toms River,"1 RT 37 West, Suite 6, Toms River, NJ (39.9620141, -74.2063833)",NJ,Accountable Care Models,2861,
Primary Care First Model Options,Center for Healthy Aging,"33 South 9th Street, Suite 301, Philadelphia, PA (39.9503309, -75.1578438)",PA,Accountable Care Models,2862,
Primary Care First Model Options,UCHealth Primary Care - Elk Lakes,"2819 35th Avenue, Greeley, CO (40.3900306, -104.7381142)",CO,Accountable Care Models,2863,
Primary Care First Model Options,Sanford Horace Clinic,"7951 Jacks Way, Suite 128, Horace, ND (46.7708141, -96.9051946)",ND,Accountable Care Models,2864,
Primary Care First Model Options,Primary Care Partners,"1240 Aries Drive, Lincoln, NE (40.7366194, -96.7059617)",NE,Accountable Care Models,2865,
Primary Care First Model Options,Hunterdon Family Medicine at Hawk Pointe,"6 Clubhouse Drive, Suite 102, Washington, NJ (40.7409116, -74.9787659)",NJ,Accountable Care Models,2866,
Primary Care First Model Options,Hunterdon Medical Associate at Long Valley,"62 East Mill Road, Long Valley, NJ (40.7846867, -74.7733308)",NJ,Accountable Care Models,2867,
Primary Care First Model Options,UC Health Primary Care Freeman Center,"3120 Burnet Ave, Suite 401, Cincinnati, OH (39.1358614, -84.5030592)",OH,Accountable Care Models,2868,
Guiding an Improved Dementia Experience (GUIDE) Model,Acorn Medical Home PLLC,"1650 Texas Avenue Ste G, Bridge City, TX (30.031247, -93.83496)",TX,Accountable Care Models,2869,
Guiding an Improved Dementia Experience (GUIDE) Model,Adam C Perry MD PA,"1050 6th St S, Naples, FL (26.135328, -81.798507)",FL,Accountable Care Models,2870,
Guiding an Improved Dementia Experience (GUIDE) Model,ADVOCATE HEALTH AND HOSPITALS CORPORATION,"2025 WINDSOR DRIVE, Oak Brook, IL (41.849788, -87.925116)",IL,Accountable Care Models,2871,
Guiding an Improved Dementia Experience (GUIDE) Model,"Aging & In-Home Services of Northeast Indiana, Inc.","8101 W. Jefferson Blvd., Fort Wayne, IN (41.032656, -85.249457)",IN,Accountable Care Models,2872,
Guiding an Improved Dementia Experience (GUIDE) Model,Alice Peck Day Memorial Hospital,"10 Alice Peck Day Drive, Lebanon, NH (43.64085, -72.264053)",NH,Accountable Care Models,2873,
Guiding an Improved Dementia Experience (GUIDE) Model,"Alivia Care Solutions, Inc","4266 Sunbeam Road, Jacksonville, FL (30.204494, -81.605489)",FL,Accountable Care Models,2874,
Guiding an Improved Dementia Experience (GUIDE) Model,ALLEGHENY CLINIC,"120 Fifth Avenue, Suite 2900, Pittsburgh, PA (40.441907, -80.003435)",PA,Accountable Care Models,2875,
Guiding an Improved Dementia Experience (GUIDE) Model,Amazing Medical Associates Inc,"434 W Ascension Way, Suite #225, Murray, UT (40.656269, -111.903551)",UT,Accountable Care Models,2876,
Guiding an Improved Dementia Experience (GUIDE) Model,"Androscoggin Home Health Services, Inc.","15 Strawberry Avenue, Lewiston, ME (44.116241, -70.206741)",ME,Accountable Care Models,2877,
Guiding an Improved Dementia Experience (GUIDE) Model,Appalachian Hospice. LLC,"1346 Pat Haralson Dr, Blairsville, GA (34.883157, -83.976991)",GA,Accountable Care Models,2878,
Guiding an Improved Dementia Experience (GUIDE) Model,"Arcy Healthcare, LLC","700 Parker SQ STE 105, Flower Mound, TX (33.039297, -97.052079)",TX,Accountable Care Models,2879,
Guiding an Improved Dementia Experience (GUIDE) Model,"ARH Tug Valley Health Services, Inc.","2260 Executive Drive, Lexington, KY (38.044149, -84.42787)",KY,Accountable Care Models,2880,
Guiding an Improved Dementia Experience (GUIDE) Model,Arizona Supportive Care,"1510 East Flower Street, Phoenix, AZ (33.485887, -112.048947)",AZ,Accountable Care Models,2881,
Guiding an Improved Dementia Experience (GUIDE) Model,Arkansas Palliative Care Limited Liability Company,"14 Parkstone Circle, North Little Rock, AR (34.799942, -92.221413)",AR,Accountable Care Models,2882,
Guiding an Improved Dementia Experience (GUIDE) Model,"Arun Gupta, MD, PC","1094 N Monroe Street, Monroe, MI (41.930615, -83.389662)",MI,Accountable Care Models,2883,
Guiding an Improved Dementia Experience (GUIDE) Model,Atlantic Medical Group,"100 Madison Avenue, Morristown, NJ (40.789037, -74.465135)",NJ,Accountable Care Models,2884,
Guiding an Improved Dementia Experience (GUIDE) Model,"ATP Partners, PLLC","10175 Fortune Parkway, Suite 302, Jacksonville, FL (30.185935, -81.548897)",FL,Accountable Care Models,2885,
Guiding an Improved Dementia Experience (GUIDE) Model,"AURORA MEDICAL GROUP, INC","3000 W MONTANA ST, Milwaukee, WI (42.994328, -87.9523)",WI,Accountable Care Models,2886,
Guiding an Improved Dementia Experience (GUIDE) Model,"Austin Geriatric Specialists, PLLC","1108 Lavaca St #110-320, Austin, TX (30.27418, -97.743485)",TX,Accountable Care Models,2887,
Guiding an Improved Dementia Experience (GUIDE) Model,"Author Health Professionals, P.C.","47 High Street, #7, Medford, MA (42.418766, -71.111085)",MA,Accountable Care Models,2888,
Guiding an Improved Dementia Experience (GUIDE) Model,AuthoraCare Collective,"2500 Summit Ave, Greensboro, NC (36.107118, -79.764285)",NC,Accountable Care Models,2889,
Guiding an Improved Dementia Experience (GUIDE) Model,"Avail Health, A Professional Nursing Corporation","3122 Sugarberry Ct, Walnut Creek, CA (37.93378, -122.018674)",CA,Accountable Care Models,2890,
Guiding an Improved Dementia Experience (GUIDE) Model,Avalon Physician Services,"21800 Haggerty Rd Ste 113, Northville, MI (42.450007, -83.433067)",MI,Accountable Care Models,2891,
Guiding an Improved Dementia Experience (GUIDE) Model,Avenir Ventures LLC,"3854 American Way, Suite A, Baton Rouge, LA (30.416077, -91.054566)",LA,Accountable Care Models,2892,
Guiding an Improved Dementia Experience (GUIDE) Model,"Avocare Health Services, Inc.","6 Parklane Boulevard, Suite 525, Dearborn, MI (42.324478, -83.206663)",MI,Accountable Care Models,2893,
Guiding an Improved Dementia Experience (GUIDE) Model,"Avow Care Services, Inc.","1205 Whippoorwill Lane, Naples, FL (26.207534, -81.744348)",FL,Accountable Care Models,2894,
